Protein,Entry,Gene names  (primary ),UniqID,Intensity,Relative_concentration_ECOR2_Glu,Relative_concentration_ECOR51_Glu,Relative_concentration_NCM_Glu,Relative_concentration_ECOR63_Glu,Relative_concentration_AC_Glu,Relative_concentration_ECOR2_Ace,Relative_concentration_ECOR51_Ace,Relative_concentration_NCM_Ace,Relative_concentration_ECOR63_Ace,Relative_concentration_AC_Ace,Relative_concentration_ECOR2_Glu_log2,Relative_concentration_ECOR51_Glu_log2,Relative_concentration_NCM_Glu_log2,Relative_concentration_ECOR63_Glu_log2,Relative_concentration_AC_Glu_log2,Relative_concentration_ECOR2_Ace_log2,Relative_concentration_ECOR51_Ace_log2,Relative_concentration_NCM_Ace_log2,Relative_concentration_ECOR63_Ace_log2,Relative_concentration_AC_Ace_log2,Intensity_1,Intensity_2,Intensity_3,Intensity_4,Intensity_5,Intensity_6,Intensity_7,Intensity_8,Intensity_9,Intensity_10,massfraction_1,massfraction_2,massfraction_3,massfraction_4,massfraction_5,massfraction_6,massfraction_7,massfraction_8,massfraction_9,massfraction_10
MURA_ECOLI,P0A749,murA,58,2596075900,1.130208859,1.050880701,0.929400556,1.060678256,1.2002895,0.951834097,0.82168177,0.865622925,1.069301481,0.905323784,0.176589402,0.0715989,-0.105627587,0.084987098,0.263382414,-0.071217958,-0.283348335,-0.208189387,0.096668666,-0.143494239,2934107980,2728166062,2412794386,2753601258,3116042643,2471033561,2133148241,2247222814,2775987804,2350289256,0.000538729,0.000450206,0.000432395,0.000491716,0.000547776,0.000438729,0.000352769,0.000400995,0.000476416,0.000403679
OPGG_ECOLI,P33136,mdoG,60,3422707400,0.856256116,1.452888199,0.847397085,0.977930354,0.881365423,0.85969747,1.306093161,0.927831753,1.035335315,0.780424101,-0.223885707,0.538923691,-0.238889928,-0.032196372,-0.182187795,-0.218099035,0.385257805,-0.108064875,0.05009809,-0.357669763,2930714145,4972811192,2900392275,3347169458,3016655957,2942492891,4470374727,3175696606,3543649843,2671163345,0.000538106,0.000820622,0.000519777,0.000597711,0.000530305,0.000522436,0.000739287,0.000566672,0.000608163,0.000458792
FETP_ECOLI,P0A8P3,yggX,41,2099886700,1.395464058,1.033913296,0.841843016,0.366634321,1.453784518,1.448595302,1.221723263,1.436927066,0.395881903,0.786940862,0.480744966,0.048115207,-0.248376865,-1.447586251,0.539813447,0.534654602,0.288917532,0.522986837,-1.336857978,-0.345672873,2930316415,2171100780,1767774954,769890534.2,3052782774,3041886009,2565480432,3017384035,831307141.8,1652486649,0.000538033,0.000358279,0.000316801,0.000137481,0.000536656,0.000540083,0.000424265,0.000538423,0.000142669,0.000283827
GCH1L_ECOLI,P0AFP6,ybgI,37,3105150700,0.933749732,1.137236461,0.791556629,0.753344716,1.131698839,1.262388104,1.25668781,0.79462902,0.760916719,1.265489307,-0.098892171,0.18553226,-0.337235528,-0.40861793,0.178490088,0.336155516,0.329626296,-0.331646613,-0.394189533,0.339695318,2899433634,3531290594,2457902621,2339248872,3514095444,3919905305,3902205033,2467442858,2362761083,3929535009,0.000532362,0.000582739,0.000440479,0.000417725,0.000617751,0.000695974,0.000645326,0.000440291,0.000405498,0.000674926
RODZ_ECOLI,P27434,rodZ,53,3493253800,0.826616938,1.092835417,0.792404912,1.047477983,0.884957156,0.937383404,1.353147235,0.830666928,1.007183841,1.163749504,-0.27470917,0.128076145,-0.335690272,0.06691992,-0.176320484,-0.093288842,0.436318826,-0.267657979,0.010327043,0.218780553,2887582758,3817551474,2768071468,3659106444,3091379948,3274518138,4726886719,2901730402,3518348781,4065272376,0.000530187,0.000629979,0.000496064,0.000653414,0.000543441,0.000581386,0.000781707,0.000517785,0.000603821,0.00069824
UDP_ECOLI,P12758,udp,48,5173446050,0.555197321,1.500866977,0.317391675,1.146111506,0.72647596,0.904440986,1.315362697,0.564464304,1.107676488,1.244095551,-0.848927488,0.585796116,-1.655663808,0.196747412,-0.461013038,-0.144901723,0.395460662,-0.825045744,0.147536585,0.315097294,2872283388,7764654335,1642008706,5929346043,3758384183,4679076648,6804957951,2920225626,5730504554,6436261215,0.000527377,0.001281336,0.000294263,0.001058816,0.000660695,0.000830764,0.001125368,0.000521086,0.000983472,0.001105475
HIS8_ECOLI,P06986,hisC,40,2314143700,1.233758971,1.644602857,1.236961567,0.848798746,1.121204759,0.777137988,1.084686754,0.765553968,0.852895676,0.843793804,0.303060575,0.71773924,0.306800676,-0.236505569,0.165049773,-0.363757309,0.117278468,-0.385424011,-0.229558809,-0.245037602,2855095550,3805847340,2862506818,1964242272,2594628929,1798408980,2510121019,1771601891,1973723156,1952660115,0.000524222,0.000628047,0.000512987,0.000350759,0.000456116,0.000319305,0.00041511,0.000316125,0.000338731,0.000335384
RISB_ECOLI,P61714,ribE,45,2811144470,1.014848129,0.789609626,1.06968223,1.201520084,0.948493321,0.984753711,0.88166426,1.065731439,1.072858994,0.878476925,0.021263845,-0.340788517,0.09718228,0.264860764,-0.07629048,-0.022165147,-0.181698716,0.091843929,0.101460475,-0.186923703,2852884705,2219706734,3007031287,3377646539,2666351754,2768284948,2478485609,2995925040,3015961629,2469525550,0.000523816,0.0003663,0.000538887,0.000603153,0.000468724,0.000491505,0.000409879,0.000534594,0.000517601,0.000424159
HSCA_ECOLI,P0A6Z1,hscA,67,2513743200,1.131051797,0.937996635,1.325284981,0.975530278,1.043723583,1.0104915,0.884574887,1.000487045,1.037881083,0.812584686,0.177665,-0.092345348,0.406302621,-0.035741444,0.061739683,0.015057186,-0.176943811,0.000702486,0.053641154,-0.299409918,2843173764,2357882663,3331426109,2452232601,2623653059,2540116136,2223594106,2514967505,2608966515,2042629230,0.000522033,0.000389102,0.000597022,0.0004379,0.000461218,0.000450994,0.000367726,0.000448771,0.000447752,0.000350836
RCSB_ECOLI,P0DMC7,rcsB,41,2299297700,1.23155045,1.069749672,1.179413484,0.877729329,0.969191642,0.909995695,1.036880935,0.974610498,1.022715175,0.736523088,0.300475729,0.097273237,0.238069594,-0.18815198,-0.045146132,-0.136068374,0.052250239,-0.037102333,0.032404413,-0.441197345,2831701118,2459672961,2711822712,2018161027,2228460113,2092351009,2384097950,2240919676,2351526650,1693485841,0.000519926,0.000405899,0.000485983,0.000360387,0.000391746,0.000371494,0.000394269,0.00039987,0.00040357,0.000290869
DPS_ECOLI,P0ABT2,dps,66,9181946433,0.307757272,0.538936101,0.125279683,0.237401965,0.629173369,1.857209685,1.628660634,0.337135065,0.229041506,3.607333342,-1.700135148,-0.891813865,-2.996775626,-2.074596219,-0.668470489,0.89313671,0.703686019,-1.568601405,-2.126319036,1.850932744,2825810786,4948482409,1150311339,2179812125,5777036168,17052799845,14954274700,3095556112,2103046835,33122341517,0.000518845,0.000816607,0.000206146,0.000389254,0.001015559,0.003027702,0.002473058,0.000552372,0.000360926,0.005689003
OMPT_ECOLI,P09169,ompT,92,17901886100,0.157710659,1.02987433,1.022692999,1.487154863,1.056800128,0.247496911,1.00951899,0.924701553,1.486879373,0.771294406,-2.664647926,0.042468304,0.032373129,0.572554888,0.079702547,-2.014517574,0.01366805,-0.112940283,0.57228761,-0.374646448,2823318253,18436692956,18308133586,26622876962,18918715526,4430661516,18072293980,16553901884,26617945189,13807624605,0.000518387,0.003042454,0.003280985,0.004754103,0.003325765,0.000786658,0.002988699,0.002953882,0.004568184,0.00237156
YRAP_ECOLI,P64596,yraP,58,3482460800,0.808224548,1.250705458,0.48985265,1.163980804,0.779556915,0.985266065,1.395649217,0.721670213,1.089215214,0.91708357,-0.307171924,0.322742074,-1.029580249,0.219067266,-0.359273738,-0.021414726,0.480936379,-0.470588386,0.123289039,-0.124874889,2814610305,4355532730,1705892652,4053517521,2714776398,3431150450,4860293687,2513188227,3793149285,3193707582,0.000516788,0.000718757,0.000305712,0.000723845,0.000477237,0.000609196,0.000803769,0.000448454,0.000650982,0.000548543
DKSA_ECOLI,P0ABS1,dksA,22,2339854300,1.198408953,0.716365351,0.785758661,1.203331286,0.788188914,1.094811665,0.81334625,1.057749782,1.211584105,0.819958429,0.261120307,-0.481232535,-0.347841826,0.267033882,-0.343386637,0.130682711,-0.298058441,0.080998388,0.276894556,-0.286377327,2804102342,1676190548,1838560781,2815619883,1844247219,2561699781,1903111721,2474980375,2834930277,1918583255,0.000514859,0.000276608,0.000329487,0.000502791,0.000324205,0.000454826,0.000314726,0.000441636,0.000486532,0.000329531
YFGM_ECOLI,P76576,yfgM,38,1828038700,1.529415494,0.965682612,1.316886812,1.454284086,0.981257189,0.81678803,1.20909931,0.725013773,0.724011528,0.410012133,0.612980395,-0.050378994,0.397131349,0.540309119,-0.027296776,-0.291966372,0.273932746,-0.463919692,-0.465915426,-1.286261494,2795830712,1765305187,2407320056,2658487590,1793776117,1493120128,2210280331,1325353236,1323521092,749518045.9,0.00051334,0.000291314,0.000431414,0.000474732,0.000315332,0.000265101,0.000365524,0.000236496,0.000227143,0.000128735
GREA_ECOLI,P0A6W5,greA,45,2524852000,1.106162119,1.304509016,0.90854623,0.876672723,1.010538576,0.778279162,1.254668415,0.948945247,1.094401982,0.917504599,0.145562843,0.383506915,-0.138368169,-0.189889734,0.015124395,-0.361640364,0.327306138,-0.075603246,0.130142748,-0.124212706,2792895639,3293692197,2293944767,2213468879,2551460344,1965039699,3167852057,2395946306,2763203033,2316563321,0.000512801,0.000543531,0.000411096,0.000395264,0.000448527,0.00034889,0.000523882,0.000427533,0.000474222,0.000397887
RIR2_ECOLI,P69924,nrdB,62,3570506050,0.780548931,1.251455696,0.808820264,1.057022932,0.929932347,0.838373856,1.161458669,0.872394237,1.198375415,0.827174764,-0.357439021,0.323607217,-0.306108952,0.080006676,-0.104802331,-0.254334367,0.215937816,-0.196947856,0.261079932,-0.273735924,2786954680,4468330132,2887897646,3774106774,3320329072,2993418925,4146995205,3114888900,4278806669,2953432498,0.00051171,0.000737371,0.000517538,0.00067395,0.000583688,0.000531478,0.000685808,0.000555821,0.000734331,0.000507274
HDEB_ECOLI,P0AET2,hdeB,26,1847012900,1.49442095,0.289836932,0.09682106,0.056445314,1.202331049,2.988227299,2.095549542,0.29777055,0.099473026,2.096605435,0.579586585,-1.786686657,-3.3685353,-4.147002371,0.265834181,1.57928989,1.067328629,-1.747727017,-3.329550832,1.068055383,2760214772,535332551.5,178829747,104255223.3,2220720957,5519294369,3870507037,549986047.9,183727961.3,3872457284,0.000506801,8.83E-05,3.20E-05,1.86E-05,0.000390386,0.000979943,0.000640084,9.81E-05,3.15E-05,0.000665123
HINT_ECOLI,P0ACE7,hinT,29,2059475450,1.33987596,0.696294268,0.898312468,0.521338779,1.493072076,1.519267353,0.806097183,1.185607543,0.591899814,1.40435783,0.422099448,-0.522230947,-0.154710738,-0.939706918,0.578283811,0.603375771,-0.310974315,0.245626531,-0.756575091,0.489910581,2759441645,1434000952,1850052473,1073684417,3074945286,3128893817,1660137358,2441729628,1219003136,2892240474,0.000506659,0.000236641,0.000331546,0.00019173,0.000540552,0.000555531,0.000274545,0.000435703,0.000209206,0.000496763
LPTE_ECOLI,P0ADC1,lptE,43,2850984000,0.967876058,1.166188052,0.945362204,0.892908461,1.011353133,0.918250602,1.269406361,0.861618105,0.922756681,1.131954439,-0.047105781,0.221800448,-0.081060909,-0.163415815,0.016286829,-0.123040158,0.344153977,-0.21487953,-0.115977816,0.178815892,2759399156,3324783479,2695212516,2545667735,2883351600,2617917775,3619057225,2456459431,2630764534,3227183996,0.000506651,0.000548661,0.000483007,0.000454585,0.000506871,0.000464808,0.0005985,0.000438331,0.000451493,0.000554292
PMBA_ECOLI,P0AFK0,pmbA,64,2477455030,1.112165079,0.911816565,0.984252052,0.823995459,1.351275039,1.045575214,0.886760063,0.843546164,0.809436277,1.486917731,0.153370944,-0.133184476,-0.022900279,-0.279291707,0.434321351,0.064296847,-0.173384299,-0.24546107,-0.305010586,0.572324828,2755338969,2258984535,2438440198,2041411696,3347723141,2590365573,2196908177,2089847688,2005341977,3683771813,0.000505905,0.000372781,0.000436991,0.000364539,0.000588504,0.000459916,0.000363313,0.000372913,0.000344158,0.000632715
HIS6_ECOLI,P60664,hisF,47,2166862200,1.270180534,1.673582839,0.993713869,0.830952153,1.105283775,0.887260566,1.109651216,0.808716105,0.846820757,0.817696569,0.345033565,0.742939963,-0.009097594,-0.267162688,0.144416821,-0.172570245,0.150106282,-0.306294753,-0.239871463,-0.290362509,2752306185,3626423392,2153241021,1800558810,2394997632,1922571382,2404461276,1752376358,1834943888,1771835786,0.000505349,0.000598438,0.00038588,0.00032153,0.000421022,0.00034135,0.000397637,0.000312694,0.000314914,0.000304326
HELD_ECOLI,P15038,helD,21,2722376200,1.005123266,0.961460622,0.889379906,0.92115838,1.223311686,0.980435659,0.869851275,0.915131707,0.869579086,1.294040743,0.007372441,-0.056700323,-0.169128285,-0.118478866,0.290792033,-0.028505138,-0.201159342,-0.127948701,-0.201610851,0.371883042,2736323658,2617457516,2421226689,2507739651,3330314619,2669114705,2368062408,2491332780,2367321409,3522865721,0.000502414,0.000431937,0.000433906,0.000447812,0.000585444,0.000473898,0.000391618,0.000444554,0.000406281,0.000605078
TYRA_ECOLI,P07023,tyrA,86,4377126700,0.622718715,0.696189914,0.786644987,1.433889803,0.588914554,1.151807968,0.887960507,0.914893196,1.281307354,1.03162628,-0.683347457,-0.522447181,-0.346215402,0.519934155,-0.763869768,0.203900208,-0.171432582,-0.128324761,0.357616584,0.044920431,2725718714,3047311463,3443244774,6276317341,2577753617,5041609411,3886715646,4004603435,5608444628,4515558935,0.000500467,0.000502872,0.000617061,0.001120775,0.000453149,0.000895131,0.000642764,0.000714582,0.000962524,0.00077558
MIAB_ECOLI,P0AEI1,miaB,65,1897797820,1.430754785,0.59630771,1.662006684,0.876170442,1.445080778,0.958843225,0.691656547,1.046650512,0.928348945,0.865943215,0.516776432,-0.745871104,0.732926184,-0.190716549,0.531150139,-0.060633147,-0.531872272,0.065779791,-0.107260912,-0.207655672,2715283312,1131671472,3154152661,1662794356,2742471150,1819690583,1312624288,1986331060,1761818604,1643385146,0.000498551,0.00018675,0.000565253,0.000296929,0.000482105,0.000323084,0.000217075,0.000354441,0.000302364,0.000282263
YDIJ_ECOLI,P77748,ydiJ,90,2618680460,1.013600438,1.007893478,1.373180317,0.967511516,1.121647095,0.97697115,0.878513487,1.072928286,0.936083866,0.77704635,0.019489053,0.011343171,0.457521083,-0.047649261,0.165618831,-0.033612135,-0.186863661,0.101553651,-0.095290305,-0.363927439,2654295662,2639350956,3595920464,2533603502,2937235331,2558375260,2300546101,2809656338,2451304529,2034836093,0.000487353,0.00043555,0.000644422,0.000452431,0.000516343,0.000454236,0.000380452,0.000501356,0.000420694,0.000349498
TYRB_ECOLI,P04693,tyrB,53,2881428700,0.920697435,0.804894173,0.814878704,1.303516607,0.968306113,1.05302767,0.827168184,0.847263951,1.305132088,0.866191095,-0.119200968,-0.313128984,-0.295342767,0.382408963,-0.046464893,0.074543346,-0.273747399,-0.239116607,0.384195825,-0.207242754,2652924012,2319245171,2348014885,3755990162,2790105024,3034224151,2383426146,2441330666,3760645057,2495867882,0.000487101,0.000382726,0.000420786,0.000670715,0.000490479,0.000538722,0.000394158,0.000435632,0.000645404,0.000428683
GPMI_ECOLI,P37689,gpmI,57,1737012060,1.522209867,0.7153816,1.457070294,0.521832341,1.77502022,1.203254813,0.717908424,0.856441289,0.646152039,1.510580646,0.606167277,-0.483215084,0.54307048,-0.938341736,0.827835459,0.266942194,-0.478128268,-0.223573745,-0.630054426,0.595103208,2644096898,1242626466,2530948673,906429069.7,3083231529,2090068122,1247015591,1487648848,1122373884,2623896800,0.00048548,0.00020506,0.000453569,0.000161863,0.000542008,0.000371089,0.000206225,0.000265456,0.000192622,0.000450673
CLPA_ECOLI,P0ABH9,clpA,92,3543473510,0.744687547,1.045874608,0.908180914,1.149128444,1.054337719,0.901920822,0.965873764,0.869322731,1.198227249,0.886215811,-0.425292863,0.064709894,-0.138948377,0.200540064,0.076337056,-0.148927307,-0.050093448,-0.202036227,0.260901547,-0.174270028,2638780594,3706028967,3218115011,4071906200,3736017778,3195932541,3422548096,3080422068,4245886515,3140282252,0.000484504,0.000611575,0.000576716,0.000727129,0.000656763,0.000567434,0.000566003,0.000549671,0.000728681,0.000539366
DNAJ_ECOLI,P08622,dnaJ,44,3108268500,0.848608766,1.19462219,0.967877018,0.974064849,0.964660271,0.776903716,1.301017043,0.852521286,1.074567173,1.086693791,-0.236828514,0.256554426,-0.047104351,-0.037910271,-0.051907144,-0.364192284,0.379639861,-0.230192238,0.103755671,0.119945475,2637703895,3713206524,3008421645,3027655087,2998423134,2414825347,4043910293,2649865059,3340043295,3377736081,0.000484307,0.000612759,0.000539137,0.000540655,0.0005271,0.000428749,0.00066876,0.000472843,0.00057322,0.000580151
ARGT_ECOLI,P09551,argT,79,7060923200,0.37349041,2.128852441,0.303873036,0.24534406,0.404976994,1.16534426,2.344714461,1.58450479,0.308838059,0.941088306,-1.420856893,1.090075955,-1.718459431,-2.027121749,-1.30408814,0.220756211,1.229412242,0.664032021,-1.695077546,-0.087597991,2637187104,15031663593,2145624170,1732355568,2859511456,8228406319,16555848734,11188066631,2180681812,6644952256,0.000484212,0.00248055,0.000384515,0.00030935,0.00050268,0.001460943,0.002737918,0.001996401,0.00037425,0.001141319
PPNN_ECOLI,P0ADR8,ppnN,66,3567427700,0.737410233,0.992341317,0.622856408,1.030545175,0.852554322,1.118290154,1.042530983,0.927052864,1.13686337,1.212637804,-0.439460659,-0.011091672,-0.683028488,0.043407749,-0.230136334,0.161294561,0.06009026,-0.109276486,0.18505888,0.278148704,2630657690,3540105903,2221995204,3676395405,3041425904,3989419271,3719153908,3307194067,4055677878,4325997691,0.000483013,0.000584194,0.000398202,0.000656502,0.000534659,0.000708316,0.000615054,0.000590136,0.000696037,0.000743022
FIS_ECOLI,P0A6R3,fis,10,1143815500,2.299312745,0.544425971,1.929929961,1.307906645,1.22469679,0.636620012,0.551575961,0.91068685,1.1050405,0.245989206,1.20120271,-0.877192206,0.948548492,0.387259568,0.292424612,-0.651495586,-0.858368513,-0.134973043,0.144099245,-2.023333085,2629989557,622722863.9,2207483803,1496003893,1400827172,728175837.7,630901133.7,1041657734,1263962452,281366266.3,0.00048289,0.000102763,0.000395601,0.000267145,0.000246255,0.000129287,0.000104335,0.000185874,0.000216922,4.83E-05
YGIC_ECOLI,P0ADT5,ygiC,47,1841606000,1.427861513,0.991126754,1.094602392,0.725036968,0.917323365,1.3649703,1.005222513,1.089018054,0.85039848,0.911347831,0.51385606,-0.012858521,0.130406914,-0.463873538,-0.124497709,0.44886956,0.007514887,0.123027872,-0.233789077,-0.133926307,2629558329,1825264977,2015826332,1335232431,1689348212,2513737495,1851223811,2005542183,1566098943,1678343633,0.000482811,0.000301208,0.000361254,0.000238435,0.000296974,0.000446311,0.000306146,0.000357869,0.000268775,0.000288268
YEEN_ECOLI,P0A8A2,yeeN,23,1814523000,1.445897151,0.990626777,1.476674731,0.582793622,1.255664099,0.881002138,0.939225435,1.220592088,0.803905387,1.045493147,0.531964934,-0.013586477,0.562352077,-0.778943007,0.328450583,-0.182782575,-0.090456617,0.287581144,-0.314902378,0.064183605,2623613635,1797515071,2679460263,1057492431,2278431388,1598598642,1704246154,2214792418,1458704814,1897071361,0.000481719,0.000296629,0.000480184,0.000188839,0.000400531,0.000283829,0.000281839,0.000395208,0.000250344,0.000325836
HDHA_ECOLI,P0AET8,hdhA,52,2716286200,0.952275885,1.178701591,0.42640086,0.61079685,0.722849686,2.12262632,1.477570025,0.882446356,0.486257981,1.13268701,-0.070548497,0.237198521,-1.229717748,-0.711235474,-0.46823242,1.085850413,0.563226504,-0.180419515,-1.040206165,0.179749264,2586653844,3201690866,1158226771,1659099054,1963466627,5765660582,4013503068,2396976859,1320815844,3076702095,0.000474933,0.000528348,0.000207565,0.000296269,0.000345162,0.001023685,0.000663732,0.000427717,0.000226679,0.000528446
RPE_ECOLI,P0AG07,rpe,49,3464281200,0.746144738,0.971190384,0.759593975,1.086795709,0.957526245,0.927021589,1.030516115,1.014738623,1.282962504,0.88105404,-0.422472581,-0.042173958,-0.396699633,0.120080774,-0.062616064,-0.109325158,0.043367065,0.021108165,0.359479007,-0.182697585,2584855189,3364476589,2631447126,3764965942,3317140169,3211463461,3569997603,3515339933,4444542885,3052218946,0.000474603,0.000555212,0.000471579,0.000672318,0.000583128,0.000570191,0.000590387,0.000627278,0.000762774,0.000524241
GLRX2_ECOLI,P0AC59,grxB,70,6817970850,0.378769477,0.873034388,0.252346377,0.312905407,0.879598635,1.706191995,1.055682774,0.87261561,0.39434002,3.25622816,-1.400608018,-0.195889614,-1.986522721,-1.676201505,-0.18508273,0.77078,0.078176379,-0.196581813,-1.342487964,1.703201791,2582439254,5952323006,1720490242,2133379945,5997077852,11632767283,7197614379,5949467793,2688598761,22200868673,0.000474159,0.000982262,0.000308328,0.000380962,0.00105424,0.002065382,0.001190303,0.001061624,0.000461419,0.003813161
