gene_name,go_terms,cog_class,cog_letter,b_number,mass_fraction,dataset_name,strain,growth_rate_hr,carbon_source
grpE,GO:0065003; GO:0032991; GO:0019904; GO:0051082; GO:0051085; GO:0005515; GO:0050790; GO:0051087; GO:0042803; GO:0006457; GO:0000774; GO:0005829; GO:0043335; GO:0009408; GO:0005737,cellular processes and signaling,O,b2614,0.000521,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
grxA,GO:0000166; GO:0022900; GO:0005623; GO:0005829; GO:0055114; GO:0045454; GO:0015035; GO:0009055; GO:0009263,cellular processes and signaling,O,b0849,1.31e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
gsk,GO:0046835; GO:0019200; GO:0005829; GO:0005515; GO:0016773; GO:0016740; GO:0016301; GO:0032264; GO:0042803; GO:0016310; GO:0005524; GO:0000166; GO:0008906,metabolism,G,b0477,5.26e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
gss,GO:0005829; GO:0005515; GO:0016874; GO:0016787; GO:0003824; GO:0046872; GO:0008216; GO:0006749; GO:0008152; GO:0005524; GO:0000166; GO:0008884; GO:0008885,metabolism,E,b2988,3.42e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hcp,GO:0005515; GO:0018119; GO:0035606; GO:0046210; GO:0098869; GO:0005829; GO:0016661; GO:0016491; GO:0003824; GO:0042542; GO:0004601; GO:0055114; GO:0051537; GO:0051536; GO:0046872; GO:0005737; GO:0050418; GO:0006807,metabolism,P,b0873,5.01e-07,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hcr,GO:0022900; GO:0050660; GO:0016651; GO:0009055; GO:0055114; GO:0051537; GO:0051536; GO:0046872; GO:0016491,metabolism,C,b0872,1.24e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hda,GO:0006270; GO:0005886; GO:0043531; GO:0005829; GO:0042802; GO:0016020; GO:0008156; GO:0006260; GO:0005515; GO:0032297; GO:0000166,Not Assigned,Not Assigned,b2496,8.86e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hflX,GO:0097216; GO:0036289; GO:0072344; GO:0032790; GO:0043022; GO:0043023; GO:0016887; GO:0005829; GO:0046872; GO:0000166; GO:0003924; GO:0005737; GO:0005524; GO:0009408; GO:0019843; GO:0005525,information storage and processing,J,b4173,0.000229,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hfq,GO:0045974; GO:0043487; GO:0005515; GO:0003677; GO:0006355; GO:0005829; GO:0045975; GO:0040033; GO:0003681; GO:0003723,cellular processes and signaling,T,b4172,0.000977,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hha,GO:0003677; GO:0005829; GO:0010468; GO:0005515,Not Assigned,Not Assigned,b0460,8.55e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hisH,GO:0016829; GO:0016787; GO:0004359; GO:0005829; GO:0016763; GO:0008652; GO:0005737; GO:0006541; GO:0000107; GO:0009382; GO:0000105,metabolism,E,b2023,0.000159,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hmp,GO:0019825; GO:0071500; GO:0046210; GO:0030288; GO:0016491; GO:0046872; GO:0032843; GO:0005504; GO:0071949; GO:0051409; GO:0055114; GO:0020037; GO:0015671; GO:0009636; GO:0005737; GO:0005344; GO:0008941,metabolism,C,b2552,2.8e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hns,GO:0016458; GO:0003680; GO:1900232; GO:0045892; GO:0032993; GO:0001217; GO:0000976; GO:0009295; GO:0006417; GO:0005737; GO:0003723; GO:0005829; GO:0005515; GO:0003677; GO:0042802; GO:0046983; GO:0006355; GO:0003681,information storage and processing,K,b1237,0.00611,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hofQ,GO:0006308; GO:0019867; GO:0009306; GO:0009279; GO:0003677; GO:0015976; GO:0016020,Not Assigned,Not Assigned,b3391,3.28e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hokC,GO:0005887; GO:0042597; GO:0005886; GO:0016021; GO:0016020,Not Assigned,Not Assigned,b4412,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hpf,GO:0005515; GO:0045900; GO:0022627; GO:0044238; GO:0006417; GO:0005829; GO:0043024; GO:0017148; GO:0043022,information storage and processing,J,b3203,0.000755,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hpt,GO:0046100; GO:0006178; GO:0006168; GO:0097216; GO:0051289; GO:0046872; GO:0016757; GO:0016740; GO:0009116; GO:0005829; GO:0042802; GO:0052657; GO:0000166; GO:0006166; GO:0032264; GO:0032263; GO:0000287; GO:0004422; GO:0005737,metabolism,F,b0125,0.000156,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hsdM,GO:0005515; GO:0032775; GO:0016740; GO:0006306; GO:0003677; GO:0003676; GO:0008170; GO:0005829; GO:0032259; GO:0009007; GO:0008168; GO:0009307,cellular processes and signaling,V,b4349,5.19e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hsdR,GO:0090305; GO:0006304; GO:0004519; GO:0003824; GO:0005829; GO:0016787; GO:0005524; GO:0004386; GO:0003677; GO:0000166; GO:0009035; GO:0009307,cellular processes and signaling,V,b4350,0.000124,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hsdS,GO:0006304; GO:0005829; GO:0003677; GO:0009307,cellular processes and signaling,V,b4348,1.67e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
htpX,GO:0016787; GO:0016020; GO:0008237; GO:0008233; GO:0046872; GO:0005886; GO:0016021; GO:0008270; GO:0006508; GO:0004222; GO:0009266,cellular processes and signaling,O,b1829,0.00054,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hupA,GO:0009295; GO:0005737; GO:1990178; GO:0042802; GO:0030261; GO:0006974; GO:0005829; GO:0005515; GO:0003677; GO:0006351,information storage and processing,L,b4000,0.00454,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hupB,GO:0042802; GO:0030261; GO:0005829; GO:0005515; GO:0003677; GO:0006351,information storage and processing,L,b0440,0.00557,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hyaA,GO:0022900; GO:0005887; GO:0009375; GO:1902421; GO:0019645; GO:0006113; GO:0044569; GO:0031237; GO:0005515; GO:0008901; GO:0033748; GO:0055114; GO:0005886; GO:0051539; GO:0051538; GO:0051536; GO:0046872; GO:0016491; GO:0016021; GO:0016020; GO:0009061; GO:0009055,metabolism,C,b0972,4.03e-07,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hyaB,GO:0022900; GO:0044569; GO:1902421; GO:0019645; GO:0006113; GO:0030288; GO:0005515; GO:0016151; GO:0008901; GO:0033748; GO:0055114; GO:0005886; GO:0046872; GO:0016491; GO:0016020; GO:0009061; GO:0009055,metabolism,C,b0973,8.81e-07,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hyaC,GO:0020037; GO:0044569; GO:0005887; GO:0033748; GO:1902421; GO:0009061; GO:0016020; GO:0016021; GO:0046872; GO:0005886; GO:0005506; GO:0009055; GO:0022904; GO:0055114; GO:0005515; GO:0006113; GO:0019645,metabolism,C,b0974,1.65e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hyaD,GO:0006464; GO:0004175; GO:0043085; GO:0005829; GO:0005515; GO:0008047; GO:0006508; GO:0046872; GO:0016787; GO:0016485; GO:0008233; GO:0004190,metabolism,C,b0975,3.07e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hyaF,GO:0005829,Not Assigned,Not Assigned,b0977,2.32e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hybC,GO:0005515; GO:0005506; GO:0009061; GO:0044569; GO:0031236; GO:0016151; GO:0008901; GO:0033748; GO:0055114; GO:0005886; GO:0046872; GO:0016491; GO:0016020,metabolism,C,b2994,8.48e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hybF,GO:0006464; GO:0005829; GO:0046872; GO:0051604; GO:0008270; GO:0016151,poorly characterized,R,b2991,1.07e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hycB,GO:0050661; GO:0017113; GO:0006212; GO:0006210; GO:0002058; GO:0005829; GO:0055114; GO:0046872; GO:0051539; GO:0051536,metabolism,C,b2724,4.92e-07,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hycC,GO:0042773; GO:0008137; GO:0055114; GO:0005886; GO:0016491; GO:0016021; GO:0016020,metabolism,P,b2723,7e-07,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hycD,GO:0005887; GO:0055114; GO:0005886; GO:0016491; GO:0016021; GO:0016020,metabolism,C,b2722,1.06e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hycE,GO:0051287; GO:0048038; GO:0016651; GO:0008137; GO:0046872; GO:0005515; GO:0005829; GO:0055114; GO:0051539; GO:0051536; GO:0016491; GO:0016151,metabolism,C,b2721,1.41e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hycF,GO:0045272; GO:0016651; GO:0016020; GO:0009060; GO:0005829; GO:0055114; GO:0046872; GO:0051539; GO:0051536,metabolism,C,b2720,1.39e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hycG,GO:0008137; GO:0005829; GO:0005515; GO:0048038; GO:0055114; GO:0051539; GO:0051536; GO:0046872; GO:0016491,metabolism,C,b2719,3.18e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hyi,GO:0016853; GO:0046487; GO:0042803; GO:0005829; GO:0008903,metabolism,G,b0508,5.33e-07,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hypC,GO:0005829; GO:0042802; GO:0005506; GO:1902670; GO:0005515; GO:0051604,cellular processes and signaling,O,b2728,1.09e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
hypD,GO:0051536; GO:0005829; GO:0070025; GO:0005506; GO:0005515; GO:0051539; GO:0051604; GO:0046872; GO:0006464,cellular processes and signaling,O,b2729,5.05e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
iap,GO:0046872; GO:0043687; GO:0030288; GO:0016787; GO:0008233; GO:0006508; GO:0004177,cellular processes and signaling,O,b2753,1.66e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
icd,GO:0005515; GO:0005829; GO:0006979; GO:0055114; GO:0016616; GO:0016491; GO:0051287; GO:0000287; GO:0005737; GO:0022900; GO:0046872; GO:0006097; GO:0004450; GO:0006099,metabolism,C,b1136,0.00511,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
idi,GO:0000287; GO:0008270; GO:0009240; GO:0005829; GO:0016853; GO:0016787; GO:0050992; GO:0006974; GO:0046872; GO:0008299; GO:0005737; GO:0004452,metabolism,I,b2889,1.38e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
ihfA,GO:0045893; GO:0032993; GO:0001216; GO:0000976; GO:0009295; GO:0006355; GO:0005829; GO:0000746; GO:0006417; GO:0003677; GO:0006351; GO:0006310; GO:0005737,information storage and processing,L,b1712,0.00228,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
ihfB,GO:0005694; GO:0006355; GO:0005829; GO:0000746; GO:0006417; GO:0003677; GO:0006351; GO:0006310; GO:0005737,information storage and processing,L,b0912,0.000783,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
ilvY,GO:0003700; GO:0006355; GO:0005829; GO:0009082; GO:0008652; GO:0003677; GO:0005737,information storage and processing,K,b3773,5.39e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
infA,GO:0019843; GO:0005515; GO:0003723; GO:0005829; GO:0006412; GO:0003743; GO:0043022; GO:0005737; GO:0006413,information storage and processing,J,b0884,0.00102,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insA-1,GO:0032196; GO:0006310; GO:0006313,cellular processes and signaling,X,b0022,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insA-2,GO:0032196; GO:0006310; GO:0006313,cellular processes and signaling,X,b0265,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insA-3,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b0275,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insA-4,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b4516,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insA-5,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b1894,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insA-6,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b3444,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insA-7,GO:0005829; GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,b4294,5.7e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insB-1,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,b0021,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insB-2,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,cellular processes and signaling,X,b0264,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insB-4,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,cellular processes and signaling,X,b0988,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insC-1,GO:0005829; GO:0006313; GO:0006310; GO:0004803; GO:0003677; GO:0032196,cellular processes and signaling,X,b0360,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insC-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1403,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insC-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1997,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insC-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2861,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insC-5,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3044,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insC-6,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b4272,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insD,GO:0005829,Not Assigned,Not Assigned,b1578,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insD-1,GO:0005829; GO:0015074; GO:0003676; GO:0006310; GO:0003677; GO:0032196,cellular processes and signaling,X,b0361,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insE-1,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,Not Assigned,Not Assigned,b0298,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insE-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0373,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insE-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0540,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insE-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b1027,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insE-5,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b2088,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insF-1,GO:0005829; GO:0015074; GO:0003676; GO:0006310; GO:0003677; GO:0032196,cellular processes and signaling,X,b0299,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-1,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,b0259,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-10,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3218,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-11,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3505,3.7e-08,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b0552,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b0656,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1331,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-5,GO:0045893; GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1370,7.13e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-6,GO:0005829; GO:0032196; GO:0006310; GO:0006313; GO:0003677; GO:0004803,cellular processes and signaling,X,b1994,4.07e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-7,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2030,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-8,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2192,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insH-9,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2982,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insI-1,GO:0005829; GO:0032196; GO:0006310; GO:0003677; GO:0003676; GO:0015074; GO:0004803; GO:0006313; GO:0043565; GO:0032135; GO:0032993,cellular processes and signaling,X,b0256,3.14e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insI-2,GO:0005829; GO:0015074; GO:0006313; GO:0003676; GO:0006310; GO:0003677; GO:0004803; GO:0032196,cellular processes and signaling,X,b1404,3.27e-08,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insI-3,GO:0005829; GO:0015074; GO:0006313; GO:0004803; GO:0003676; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b4284,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insJ,GO:0005829; GO:0043565,cellular processes and signaling,X,b3557,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insL-1,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,Not Assigned,Not Assigned,b0016,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insL-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0582,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
insL-3,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,Not Assigned,Not Assigned,b2394,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
iroK,no ontology,Not Assigned,Not Assigned,b4706,0.0,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
ivy,GO:0061077; GO:0042803; GO:0043086; GO:0030288; GO:0050790; GO:0060241; GO:0042597,Not Assigned,Not Assigned,b0220,7.52e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
kbl,GO:0006567; GO:0005829; GO:0003824; GO:0009058; GO:0019518; GO:0042803; GO:0005737; GO:0046872; GO:0016874; GO:0030170; GO:0016740; GO:0016746; GO:0008890,metabolism,H,b3617,3.06e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
kch,GO:0032991; GO:0042802; GO:0006813; GO:0016021; GO:0006811; GO:0005886; GO:0016020,Not Assigned,Not Assigned,b1250,9.45e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
kdpE,GO:0045893; GO:0032993; GO:0000976; GO:0000156; GO:0003700; GO:0042803; GO:0001216; GO:0003677; GO:0005515; GO:0005829; GO:0000986; GO:0006355; GO:0005737; GO:0000160,information storage and processing,K,b0694,1.08e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
kup,GO:0071278; GO:0015387; GO:0005887; GO:0071805; GO:0015079; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0006813; GO:0006811,metabolism,P,b3747,1.97e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
lacA,GO:0042802; GO:0005829; GO:0016407; GO:0016740; GO:0016746; GO:0005989; GO:0008870; GO:0005737,poorly characterized,R,b0342,3.2e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
lacI,GO:0042802; GO:0000986; GO:0001217; GO:0045892; GO:0006355; GO:0005829; GO:0003677,information storage and processing,K,b0345,0.000113,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
ldcC,GO:0042802; GO:0005829; GO:0016831; GO:0016829; GO:0006520; GO:0003824; GO:0005737; GO:0006554; GO:0005515; GO:0008923,metabolism,E,b0186,8.61e-06,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
ldrD,GO:0016021; GO:0016020; GO:0005886; GO:0005887; GO:0008219,Not Assigned,Not Assigned,b4453,0.00039,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
lepB,GO:0004252; GO:0006465; GO:0004175; GO:0005887; GO:0016787; GO:0016020; GO:0015643; GO:0008236; GO:0005886; GO:0016021; GO:0008233; GO:0006508; GO:0016485,Not Assigned,Not Assigned,b2568,0.000331,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
lgt,GO:0009898; GO:0016740; GO:0016020; GO:0005886; GO:0005887; GO:0008961; GO:0042158; GO:0016021,cellular processes and signaling,M,b2828,9.05e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
lhr,GO:0003723; GO:0005886; GO:0016818; GO:0003676; GO:0016787; GO:0005524; GO:0004386; GO:0000166,information storage and processing,L,b1653,1.18e-05,Balakrishnan et al. 2022,NQ1390,0.39,0.2% glucose (c limitation)
