gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac
yced,b1088,M9_glucose,poorly characterized,function unknown,S,DUF177 domain-containing protein YceD,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003289360668145696
rpmf,b1089,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L32,0.6931471805599453,Soufi et al. 2015,BW25113,6.315418998827274e-05
plsx,b1090,M9_glucose,metabolism,lipid transport and metabolism,I,putative phosphate acyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,1.023191007081312e-05
fabh,b1091,M9_glucose,metabolism,lipid transport and metabolism,I,&beta;-ketoacyl-[acyl carrier protein] synthase III,0.6931471805599453,Soufi et al. 2015,BW25113,0.0014269329965067863
fabd,b1092,M9_glucose,metabolism,lipid transport and metabolism,I,[acyl-carrier-protein] S-malonyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0009451634181944053
fabg,b1093,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,3-oxoacyl-[acyl-carrier-protein] reductase FabG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005410874393469455
fabf,b1095,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,&beta;-ketoacyl-[acyl carrier protein] synthase II,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008885859013366431
pabc,b1096,M9_glucose,metabolism,amino acid transport and metabolism,E,aminodeoxychorismate lyase,0.6931471805599453,Soufi et al. 2015,BW25113,7.885840381605705e-06
mltg,b1097,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,endolytic murein transglycosylase,0.6931471805599453,Soufi et al. 2015,BW25113,8.500689423770925e-06
tmk,b1098,M9_glucose,metabolism,nucleotide transport and metabolism,F,DTMPKI-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,4.9354201483176506e-05
holb,b1099,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DNA polymerase III subunit &delta;',0.6931471805599453,Soufi et al. 2015,BW25113,7.322346617251341e-06
ycfh,b1100,M9_glucose,cellular processes and signaling,cell motility,N,putative metal-dependent hydrolase YcfH,0.6931471805599453,Soufi et al. 2015,BW25113,3.630390486619284e-05
ptsg,b1101,M9_glucose,metabolism,carbohydrate transport and metabolism,G,"EIIBCglc - phosphorylated // ""glucose-specific PTS enzyme IIBC component""",0.6931471805599453,Soufi et al. 2015,BW25113,0.000950640410680885
fhue,b1102,M9_glucose,metabolism,inorganic ion transport and metabolism,P,ferric coprogen/ferric rhodotorulic acid outer membrane transporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003559988849024774
hint,b1103,M9_glucose,poorly characterized,general function prediction only,R,purine nucleoside phosphoramidase,0.6931471805599453,Soufi et al. 2015,BW25113,2.3278230685209307e-05
lpob,b1105,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,outer membrane lipoprotein - activator of MrcB activity,0.6931471805599453,Soufi et al. 2015,BW25113,0.00031058443311335516
nagz,b1107,M9_glucose,metabolism,carbohydrate transport and metabolism,G,&beta;-N-acetylhexosaminidase,0.6931471805599453,Soufi et al. 2015,BW25113,6.723570055077286e-05
ycfp,b1108,M9_glucose,poorly characterized,general function prediction only,R,UPF0227 protein YcfP,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001947610866931541
ndh,b1109,M9_glucose,metabolism,energy production and conversion,C,NADH:quinone oxidoreductase II,0.6931471805599453,Soufi et al. 2015,BW25113,0.00021068382102514693
comr,b1111,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor ComR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
bhsa,b1112,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,0.6931471805599453,Soufi et al. 2015,BW25113,9.349331421878885e-06
mfd,b1114,M9_glucose,information storage and processing,transcription,K,transcription-repair coupling factor,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008840843355198468
lolc,b1116,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,lipoprotein release complex - inner membrane subunit,0.6931471805599453,Soufi et al. 2015,BW25113,3.6670691773169495e-05
lold,b1117,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,lipoprotein release complex - ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,4.371582667385245e-05
lole,b1118,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,lipoprotein release complex - inner membrane subunit,0.6931471805599453,Soufi et al. 2015,BW25113,4.209008706068522e-05
nagk,b1119,M9_glucose,information storage and processing,transcription,K,N-acetyl-D-glucosamine kinase,0.6931471805599453,Soufi et al. 2015,BW25113,2.331951924041217e-05
cobb,b1120,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,protein-lysine deacetylase/desuccinylase,0.6931471805599453,Soufi et al. 2015,BW25113,9.232861646296492e-05
potd,b1123,M9_glucose,metabolism,amino acid transport and metabolism,E,spermidine preferential ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0013500377934888928
potc,b1124,M9_glucose,metabolism,amino acid transport and metabolism,E,spermidine preferential ABC transporter membrane subunit PotC,0.6931471805599453,Soufi et al. 2015,BW25113,4.2806100334363454e-05
potb,b1125,M9_glucose,metabolism,amino acid transport and metabolism,E,spermidine preferential ABC transporter membrane subunit PotB,0.6931471805599453,Soufi et al. 2015,BW25113,2.4522955093610218e-05
pota,b1126,M9_glucose,metabolism,amino acid transport and metabolism,E,spermidine preferential ABC transporter ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,4.561959701709571e-05
pept,b1127,M9_glucose,metabolism,amino acid transport and metabolism,E,peptidase T,0.6931471805599453,Soufi et al. 2015,BW25113,0.00013492830982480276
roxa,b1128,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,ribosomal protein-arginine oxygenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00017855559479230124
phoq,b1129,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,sensor histidine kinase PhoQ,0.6931471805599453,Soufi et al. 2015,BW25113,1.1833117346771441e-05
phop,b1130,M9_glucose,information storage and processing,transcription,K,"Phosphorylated DNA-binding transcriptional dual regulator PhoP // ""DNA-binding transcriptional dual regulator PhoP""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0005602017835933397
purb,b1131,M9_glucose,metabolism,nucleotide transport and metabolism,F,adenylosuccinate lyase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0024737161842857238
nudj,b1134,M9_glucose,metabolism,nucleotide transport and metabolism,F,phosphatase NudJ,0.6931471805599453,Soufi et al. 2015,BW25113,4.450980221296795e-06
icd,b1136,M9_glucose,metabolism,energy production and conversion,C,isocitrate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.010887690416935188
ymfk,b1145,M9_glucose,information storage and processing,transcription,K,e14 prophage; putative repressor protein YmfK,0.6931471805599453,Soufi et al. 2015,BW25113,3.52383100773065e-05
ymgg,b1172,M9_glucose,Not Assigned,Not Assigned,Not Assigned,PF13488 family protein YmgG,0.6931471805599453,Soufi et al. 2015,BW25113,1.9842060731378757e-06
mine,b1174,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,Z-ring positioning protein MinE,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010157623879705754
mind,b1175,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,Z-ring positioning protein MinD,0.6931471805599453,Soufi et al. 2015,BW25113,0.0013454510669496467
minc,b1176,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,Z-ring positioning protein MinC,0.6931471805599453,Soufi et al. 2015,BW25113,3.8099472131261355e-05
ycgj,b1177,M9_glucose,Not Assigned,Not Assigned,Not Assigned,PF05666 family protein YcgJ,0.6931471805599453,Soufi et al. 2015,BW25113,1.6277002147939643e-05
plig,b1178,M9_glucose,Not Assigned,Not Assigned,Not Assigned,inhibitor of g-type lysozyme,0.6931471805599453,Soufi et al. 2015,BW25113,0.00048631485336716866
ycgl,b1179,M9_glucose,poorly characterized,function unknown,S,PF05166 family protein YcgL,0.6931471805599453,Soufi et al. 2015,BW25113,7.210079849213097e-05
ycgm,b1180,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative isomerase/hydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011575238542575479
nhab,b1186,M9_glucose,metabolism,inorganic ion transport and metabolism,P,Na+:H+ antiporter NhaB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ycgb,b1188,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,PF04293 family protein YcgB,0.6931471805599453,Soufi et al. 2015,BW25113,3.47255240657145e-05
dada,b1189,M9_glucose,metabolism,amino acid transport and metabolism,E,D-amino acid dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,4.6330455637384835e-05
cvra,b1191,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative K+:H+ antiporter,0.6931471805599453,Soufi et al. 2015,BW25113,1.99086876209522e-05
ldca,b1192,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"murein L,D-carboxypeptidase",0.6931471805599453,Soufi et al. 2015,BW25113,0.0
emta,b1193,M9_glucose,Not Assigned,Not Assigned,Not Assigned,lytic murein transglycosylase E,0.6931471805599453,Soufi et al. 2015,BW25113,2.6262116975951817e-05
trea,b1197,M9_glucose,metabolism,carbohydrate transport and metabolism,G,periplasmic trehalase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001205648761861026
dham,b1198,M9_glucose,Not Assigned,Not Assigned,Not Assigned,dihydroxyacetone kinase subunit M,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001938181541160515
dhal,b1199,M9_glucose,Not Assigned,Not Assigned,Not Assigned,dihydroxyacetone kinase subunit L,0.6931471805599453,Soufi et al. 2015,BW25113,0.00013604652021360724
dhak,b1200,M9_glucose,metabolism,carbohydrate transport and metabolism,G,dihydroxyacetone kinase subunit K,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002708520993819221
ychf,b1203,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,redox-responsive ATPase YchF,0.6931471805599453,Soufi et al. 2015,BW25113,0.000732890736385476
pth,b1204,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,peptidyl-tRNA hydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,5.651396843219657e-05
prs,b1207,M9_glucose,metabolism,amino acid transport and metabolism,E,ribose-phosphate diphosphokinase,0.6931471805599453,Soufi et al. 2015,BW25113,0.003945541909852388
ispe,b1208,M9_glucose,metabolism,lipid transport and metabolism,I,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.6931471805599453,Soufi et al. 2015,BW25113,9.369204254369328e-05
lolb,b1209,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,outer membrane lipoprotein LolB,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010626547914988874
hema,b1210,M9_glucose,metabolism,coenzyme transport and metabolism,H,glutamyl-tRNA reductase,0.6931471805599453,Soufi et al. 2015,BW25113,1.7734601708509563e-05
prfa,b1211,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,peptide chain release factor RF1,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001643431184574824
kdsa,b1215,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,3-deoxy-D-manno-octulosonate 8-phosphate synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.000969716555352401
chaa,b1216,M9_glucose,metabolism,inorganic ion transport and metabolism,P,Na+/K+:H+ antiporter ChaA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
chab,b1217,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative cation transport regulator ChaB,0.6931471805599453,Soufi et al. 2015,BW25113,1.7351910843780574e-05
ychn,b1219,M9_glucose,metabolism,inorganic ion transport and metabolism,P,DsrE/F sulfur relay family protein YchN,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ycho,b1220,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative invasin YchO,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
narl,b1221,M9_glucose,information storage and processing,transcription,K,"Phosphorylated DNA-binding transcriptional dual regulator NarL // ""DNA-binding transcriptional dual regulator NarL""",0.6931471805599453,Soufi et al. 2015,BW25113,0.00034308064914249735
narx,b1222,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,sensory histidine kinase NarX,0.6931471805599453,Soufi et al. 2015,BW25113,1.6418521051007992e-06
puru,b1232,M9_glucose,metabolism,nucleotide transport and metabolism,F,formyltetrahydrofolate deformylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003368981701613767
ychj,b1233,M9_glucose,poorly characterized,function unknown,S,NTF2-like domain-containing protein YchJ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rssa,b1234,M9_glucose,poorly characterized,general function prediction only,R,putative patatin-like phospholipase RssA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rssb,b1235,M9_glucose,Not Assigned,Not Assigned,Not Assigned,"RssB-P // ""regulator of RpoS""",0.6931471805599453,Soufi et al. 2015,BW25113,1.5953614142443092e-05
galu,b1236,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UTP&mdash;glucose-1-phosphate uridylyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007060768513464477
hns,b1237,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator H-NS,0.6931471805599453,Soufi et al. 2015,BW25113,0.002059301764299869
tdk,b1238,M9_glucose,metabolism,nucleotide transport and metabolism,F,thymidine/deoxyuridine kinase,0.6931471805599453,Soufi et al. 2015,BW25113,3.975957096489134e-06
yche,b1242,M9_glucose,metabolism,amino acid transport and metabolism,E,putative inner membrane protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
oppa,b1243,M9_glucose,metabolism,amino acid transport and metabolism,E,oligopeptide ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.005634095129536601
oppb,b1244,M9_glucose,metabolism,inorganic ion transport and metabolism,P,murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB,0.6931471805599453,Soufi et al. 2015,BW25113,9.28604512296876e-05
oppc,b1245,M9_glucose,metabolism,inorganic ion transport and metabolism,P,murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
oppd,b1246,M9_glucose,metabolism,inorganic ion transport and metabolism,P,murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
oppf,b1247,M9_glucose,metabolism,amino acid transport and metabolism,E,murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF,0.6931471805599453,Soufi et al. 2015,BW25113,3.4925935889579195e-05
yciu,b1248,M9_glucose,poorly characterized,function unknown,S,DUF440 domain-containing protein YciU,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
clsa,b1249,M9_glucose,metabolism,lipid transport and metabolism,I,cardiolipin synthase A,0.6931471805599453,Soufi et al. 2015,BW25113,5.406924950302007e-05
kch,b1250,M9_glucose,Not Assigned,Not Assigned,Not Assigned,K+ channel Kch,0.6931471805599453,Soufi et al. 2015,BW25113,2.2224657351038205e-05
ycii,b1251,M9_glucose,poorly characterized,general function prediction only,R,protein YciI,0.6931471805599453,Soufi et al. 2015,BW25113,0.00018335546085264064
