gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac,go_terms,cog_desc
lon,b0439,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,Lon protease,0.6931471805599453,Soufi et al. 2015,BW25113,0.0010507557280062853,GO:0034605; GO:0010165; GO:0042802; GO:0005515; GO:0016887; GO:0016787; GO:0008236; GO:0008233; GO:0030163; GO:0000166; GO:0005829; GO:0043565; GO:0006515; GO:0009408; GO:0005524; GO:0004252; GO:0004176; GO:0003677; GO:0006508; GO:0005737,ATP-dependent proteinase. Serine peptidase. MEROPS family S16
hupb,b0440,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA-binding protein HU-&beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0014894921512023462,GO:0042802; GO:0030261; GO:0005829; GO:0005515; GO:0003677; GO:0006351,bacterial nucleoid protein HU beta subunit
ppid,b0441,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,periplasmic folding chaperone,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004599699432248929,GO:0005887; GO:0000413; GO:0071575; GO:0061077; GO:0042802; GO:0005886; GO:0016853; GO:0016021; GO:0016020; GO:0003755,"periplasmic folding chaperone, has an inactive PPIase domain"
fadm,b0443,M9_glucose,metabolism,lipid transport and metabolism,I,thioesterase III,0.6931471805599453,Soufi et al. 2015,BW25113,1.1043344524047075e-05,GO:0005829; GO:0016787; GO:0047617; GO:0006635,long-chain acyl-CoA thioesterase III
quec,b0444,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,7-cyano-7-deazaguanine synthase,0.6931471805599453,Soufi et al. 2015,BW25113,7.183273128041987e-05,GO:0016879; GO:0008270; GO:0046872; GO:0016874; GO:0000166; GO:0008616; GO:0005524; GO:0005515,preQ(0) biosynthesis protein QueC
decr,b0447,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional activator DecR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0009093; GO:2000144; GO:0005829; GO:0043565; GO:0003700; GO:0006355; GO:0003677; GO:0006351,"transcriptional regulator, AsnC family"
mdlb,b0449,M9_glucose,cellular processes and signaling,defense mechanisms,V,ABC transporter family protein MdlB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0055085; GO:0042626; GO:0008559; GO:0046618; GO:0016887; GO:0005886; GO:0016021; GO:0016020; GO:0005524; GO:0000166,fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components
glnk,b0450,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"uridylyl-[GlnK] // ""nitrogen regulator GlnK""",0.6931471805599453,Soufi et al. 2015,BW25113,5.782021873593137e-05,GO:0050790; GO:0042802; GO:0006808; GO:0030234; GO:0045848; GO:0005515; GO:0000166,nitrogen regulatory protein P-II family
tesb,b0452,M9_glucose,metabolism,lipid transport and metabolism,I,acyl-CoA thioesterase II,0.6931471805599453,Soufi et al. 2015,BW25113,0.00024054051261341767,GO:0042802; GO:0042803; GO:0005829; GO:0016787; GO:0006637; GO:0009062; GO:0047617,acyl-CoA thioesterase II
ybay,b0453,M9_glucose,poorly characterized,function unknown,S,PF09619 family lipoprotein YbaY,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007936274060981544,GO:0005515; GO:0030288; GO:0005886; GO:0016020,outer membrane lipoprotein
ybaa,b0456,M9_glucose,poorly characterized,function unknown,S,DUF1428 domain-containing protein YbaA,0.6931471805599453,Soufi et al. 2015,BW25113,5.401193266465066e-06,no ontology,"conserved protein, DUF1428 family"
pdeb,b0457,M9_glucose,information storage and processing,signal transduction mechanisms,L,c-di-GMP phosphodiesterase PdeB,0.6931471805599453,Soufi et al. 2015,BW25113,6.208078354976893e-05,GO:0000725; GO:0033202; GO:0009314; GO:0003678; GO:0042803; GO:0006289; GO:0032508; GO:0015616; GO:0006298; GO:0070581; GO:0031297; GO:0017116; GO:0006268; GO:0005737; GO:0005829; GO:0016787; GO:0006974; GO:0006260; GO:0005524; GO:0005515; GO:0004386; GO:0003677; GO:0000166; GO:0006281; GO:0009432,ATP-dependent DNA helicase UvrD (EC 3.6.1.-)
ylac,b0458,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative inner membrane protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005886; GO:0016021; GO:0016020,Not Assigned
hha,b0460,M9_glucose,Not Assigned,Not Assigned,Not Assigned,haemolysin expression-modulating protein Hha,0.6931471805599453,Soufi et al. 2015,BW25113,1.2514979195677678e-05,GO:0003677; GO:0005829; GO:0010468; GO:0005515,Not Assigned
pric,b0467,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,primosomal replication protein N'',0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005515; GO:1990077; GO:0005829; GO:0006269; GO:0006261; GO:0003677; GO:0006270,restart primosome assembly protein PriC
dnax,b0470,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,"DNA polymerase III subunit &gamma; // ""DNA polymerase III subunit &tau;""",0.6931471805599453,Soufi et al. 2015,BW25113,3.644609753715036e-05,GO:0043846; GO:0030337; GO:0017111; GO:0016887; GO:0006260; GO:0006259; GO:0005515; GO:0005829; GO:0071897; GO:0006261; GO:0009360; GO:0042802; GO:0003677; GO:0016779; GO:0016740; GO:0005524; GO:0003887; GO:0000166,"DNA polymerase III, gamma subunit (EC 2.7.7.7)/DNA polymerase III, tau subunit (EC 2.7.7.7)"
ybab,b0471,M9_glucose,poorly characterized,general function prediction only,R,putative nucleoid-associated protein YbaB,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011678568958763297,GO:0043590; GO:0005515; GO:0009314; GO:0005829; GO:0009295; GO:0005737; GO:0003677; GO:0006950,conserved protein
htpg,b0473,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,chaperone protein HtpG,0.6931471805599453,Soufi et al. 2015,BW25113,0.001276203268062633,GO:0042623; GO:0043093; GO:0061992; GO:0044183; GO:0051087; GO:0042803; GO:0016887; GO:0042802; GO:0005737; GO:0051082; GO:0006974; GO:0009408; GO:0005886; GO:0005829; GO:0016020; GO:0005524; GO:0005515; GO:0000166; GO:0006457,molecular chaperone HSP90 family
hemh,b0475,M9_glucose,metabolism,coenzyme transport and metabolism,H,PROTOHEME-FERROCHELAT-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,1.149226646893153e-05,GO:0005829; GO:0016829; GO:0006779; GO:0046501; GO:0009416; GO:0046872; GO:0006783; GO:0005737; GO:0004325,ferrochelatase (EC 4.99.1.1)
gsk,b0477,M9_glucose,metabolism,carbohydrate transport and metabolism,G,inosine/guanosine kinase,0.6931471805599453,Soufi et al. 2015,BW25113,6.493726766676937e-05,GO:0046835; GO:0019200; GO:0005829; GO:0005515; GO:0016773; GO:0016740; GO:0016301; GO:0032264; GO:0042803; GO:0016310; GO:0005524; GO:0000166; GO:0008906,inosine-guanosine kinase (EC 2.7.1.73)
ybal,b0478,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative transporter YbaL,0.6931471805599453,Soufi et al. 2015,BW25113,3.128031566066054e-05,GO:0000166; GO:0055085; GO:1902600; GO:0098655; GO:0015299; GO:0008324; GO:0006813; GO:0006812; GO:0005886; GO:0016021; GO:0016020; GO:0015297; GO:0006811,"Kef-type potassium/proton antiporter, CPA2 family (TC 2.A.37.1)"
fsr,b0479,M9_glucose,metabolism,inorganic ion transport and metabolism,P,FSR-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,3.8490856664042156e-06,GO:0005887; GO:0055085; GO:0006974; GO:0005886; GO:0046677; GO:0016021; GO:0016020,predicted fosmidomycin efflux system
usha,b0480,M9_glucose,metabolism,nucleotide transport and metabolism,F,5'-nucleotidase / UDP-sugar hydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00026551430339959674,GO:0016311; GO:0042597; GO:0016788; GO:0016787; GO:0030288; GO:0046872; GO:0009166; GO:0000166; GO:0008253; GO:0008768,bifunctional UDP-sugar hydrolase/5'-nucleotidase
ybak,b0481,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,Cys-tRNAPro and Cys-tRNACys deacylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001309251504573103,GO:0106074; GO:0005515; GO:0010165; GO:0005829; GO:0006412; GO:0016829; GO:0043907; GO:0005737; GO:0002161,Cys-tRNA(Pro) hydrolase (EC 3.1.1.-)
ybaq,b0483,M9_glucose,cellular processes and signaling,defense mechanisms,V,DNA-binding transcriptional regulator YbaQ,0.6931471805599453,Soufi et al. 2015,BW25113,3.811431736138603e-05,GO:0005829; GO:0003677; GO:0006351,predicted DNA-binding transcriptional regulator
glsa,b0485,M9_glucose,metabolism,amino acid transport and metabolism,E,glutaminase 1,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002106341956748983,GO:0032991; GO:0006543; GO:0006537; GO:0016787; GO:0006541; GO:0045926; GO:0010447; GO:0004359,L-glutaminase (EC 3.5.1.2)
cuer,b0487,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator CueR,0.6931471805599453,Soufi et al. 2015,BW25113,3.4861653532587565e-06,GO:0042802; GO:0032993; GO:0001216; GO:0000976; GO:0000986; GO:0005829; GO:0045893; GO:0005507; GO:0003700; GO:0006355; GO:0046872; GO:0005737; GO:0003677; GO:0006351,DNA-binding transcriptional activator of copper-responsive regulon genes
qmca,b0489,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,PHB domain-containing protein QmcA,0.6931471805599453,Soufi et al. 2015,BW25113,2.6978925812265076e-05,GO:0005515; GO:0042802; GO:0005829; GO:0005887; GO:0005886; GO:0016021; GO:0016020,"SPFH domain, Band 7 family protein"
feta,b0490,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative iron ABC exporter ATP-binding subunit FetA,0.6931471805599453,Soufi et al. 2015,BW25113,5.1432952190823725e-05,GO:0005623; GO:0043190; GO:0055072; GO:0016787; GO:0016020; GO:0006811; GO:0005886; GO:0006879; GO:0016887; GO:0005524; GO:0005515; GO:0000166,predicted transporter subunit: ATP-binding component of ABC superfamily
fetb,b0491,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative iron ABC exporter membrane subunit FetB,0.6931471805599453,Soufi et al. 2015,BW25113,1.5122463050279792e-06,GO:0005623; GO:0043190; GO:0055072; GO:0006811; GO:0006879; GO:0005887; GO:0005886; GO:0016021; GO:0016020,"inner membrane protein, UPF0014 family"
cnox,b0492,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,chaperedoxin,0.6931471805599453,Soufi et al. 2015,BW25113,0.000269895291861496,GO:0005623; GO:0051082; GO:0042026; GO:0036506; GO:0034599; GO:0005515; GO:0061077; GO:0005829; GO:0045454,"DnaK co-chaperone, thioredoxin-like protein"
ybbo,b0493,M9_glucose,poorly characterized,general function prediction only,R,NADP+-dependent aldehyde reductase,0.6931471805599453,Soufi et al. 2015,BW25113,2.1911686899802167e-06,GO:0008106; GO:0055114; GO:0016491,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain
ybba,b0495,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative ABC transporter ATP-binding protein YbbA,0.6931471805599453,Soufi et al. 2015,BW25113,3.1515249355831555e-05,GO:0043190; GO:0005886; GO:0016887; GO:0006810; GO:0005524; GO:0000166,predicted transporter subunit: ATP-binding component of ABC superfamily
ybbp,b0496,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative ABC transporter membrane subunit YbbP,0.6931471805599453,Soufi et al. 2015,BW25113,3.7307775975034974e-06,GO:0043190; GO:0005886; GO:0016021; GO:0016020; GO:0006810,predicted ABC transporter permease
selu,b0503,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,EG11768-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016765; GO:0005829; GO:0016785; GO:0016740; GO:0070329; GO:0043828; GO:0002098,tRNA 2-selenouridine synthase (EC 2.9.1.-)
glxr,b0509,M9_glucose,metabolism,lipid transport and metabolism,I,tartronate semialdehyde reductase 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0050661; GO:0051287; GO:0005829; GO:0046487; GO:0016491; GO:0046296; GO:0006974; GO:0055114; GO:0008679; GO:0009436; GO:0009442,"tartronate semialdehyde reductase, NADH-dependent"
glxk,b0514,M9_glucose,metabolism,carbohydrate transport and metabolism,G,glycerate 2-kinase 2,0.6931471805599453,Soufi et al. 2015,BW25113,5.263999887905655e-05,GO:0043798; GO:0005829; GO:0016740; GO:0016301; GO:0031388; GO:0016310; GO:0005524; GO:0000166; GO:0046296; GO:0009436; GO:0008887,glycerate kinase II
alle,b0515,M9_glucose,poorly characterized,function unknown,S,(S)-ureidoglycine aminohydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011255277938570557,GO:0046872; GO:0016787; GO:0006144; GO:0005737; GO:0071522; GO:0030145,conserved protein
purk,b0522,M9_glucose,metabolism,nucleotide transport and metabolism,F,5-(carboxyamino)imidazole ribonucleotide synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00039284430797548116,GO:0016874; GO:0000166; GO:0046872; GO:0006189; GO:0004638; GO:0005829; GO:0042803; GO:0034028; GO:0005524; GO:0006164,5-(carboxyamino)imidazole ribonucleotide synthase
pure,b0523,M9_glucose,metabolism,nucleotide transport and metabolism,F,N5-carboxyaminoimidazole ribonucleotide mutase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005572928234077067,GO:0016853; GO:0006189; GO:0042802; GO:0034023; GO:0005829; GO:0006164,5-(carboxyamino)imidazole ribonucleotide mutase
ppib,b0525,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,peptidyl-prolyl cis-trans isomerase B,0.6931471805599453,Soufi et al. 2015,BW25113,0.0010026829408477198,GO:0000413; GO:0005515; GO:0016853; GO:0005737; GO:0005829; GO:0003755; GO:0006457,peptidyl-prolyl cis-trans isomerase B (rotamase B)
cyss,b0526,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,cysteine&mdash;tRNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005835374092372118,GO:0016874; GO:0006418; GO:0004812; GO:0000166; GO:0005829; GO:0046872; GO:0008270; GO:0006412; GO:0005524; GO:0006423; GO:0004817; GO:0005737,cysteinyl-tRNA synthetase (EC 6.1.1.16)
ybcj,b0528,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,putative RNA-binding protein YbcJ,0.6931471805599453,Soufi et al. 2015,BW25113,2.479862682445131e-05,GO:0006412; GO:0005829; GO:0003723,Ribosome-associated protein; predicted RNA-binding protein
ybcl,b0545,M9_glucose,poorly characterized,general function prediction only,R,DLP12 prophage; periplasmic protein YbcL,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0043086; GO:0030288; GO:0042597; GO:0004857,"phospholipid-binding protein, PBP family"
ybcm,b0546,M9_glucose,information storage and processing,transcription,K,DLP12 prophage; putative DNA-binding transcriptional regulator,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0044212; GO:0005829; GO:0043565; GO:0003700; GO:0006974; GO:0046677; GO:0006355; GO:0003677,DLP12 prophage; predicted DNA-binding transcriptional regulator
nine,b0548,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DLP12 prophage; NinE family prophage protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,no ontology,Not Assigned
bord,b0557,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DLP12 prophage; prophage lipoprotein BorD,0.6931471805599453,Soufi et al. 2015,BW25113,8.613156412469624e-05,GO:0031225; GO:0071286; GO:0005886; GO:0016020,Not Assigned
ompt,b0565,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,protease 7,0.6931471805599453,Soufi et al. 2015,BW25113,0.00404459617173955,GO:0016787; GO:0016020; GO:0008233; GO:0031230; GO:0004252; GO:0004175; GO:0016021; GO:0006508; GO:0004190; GO:0009279,DLP12 prophage; outer membrane protease VII (outer membrane protein 3b)
ybch,b0567,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF4434 domain-containing protein YbcH,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0030288,Not Assigned
nfra,b0568,M9_glucose,Not Assigned,Not Assigned,Not Assigned,bacteriophage N4 outer membrane receptor,0.6931471805599453,Soufi et al. 2015,BW25113,2.2044099979754234e-06,GO:0046813; GO:0016020; GO:0009279,Not Assigned
cusr,b0571,M9_glucose,information storage and processing,transcription,K,"Pasp DNA-binding transcriptional activator CusR // ""DNA-binding transcriptional activator CusR""",0.6931471805599453,Soufi et al. 2015,BW25113,3.1170288205265817e-06,GO:0005829; GO:0046688; GO:0010628; GO:0000160; GO:0045893; GO:0032993; GO:0003700; GO:0001216; GO:0000976; GO:0000156; GO:0042802; GO:0005737; GO:0003677; GO:0006355,DNA-binding response regulator in two-component regulatory system with CusS
ybdg,b0577,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,miniconductance mechanosensitive channel YbdG,0.6931471805599453,Soufi et al. 2015,BW25113,3.820949089091734e-06,GO:0034220; GO:0042802; GO:0016020; GO:0055085; GO:0006970; GO:0006811; GO:0008381; GO:0071470; GO:0005886; GO:0016021,predicted mechanosensitive channel
nfsb,b0578,M9_glucose,metabolism,energy production and conversion,C,NAD(P)H nitroreductase NfsB,0.6931471805599453,Soufi et al. 2015,BW25113,0.00044974147235843994,GO:0016020; GO:0046256; GO:0042802; GO:0016491; GO:0010181; GO:0042803; GO:0018545; GO:0055114; GO:0005829; GO:0004155,dihydropteridine reductase (EC 1.5.1.34)
ybdf,b0579,M9_glucose,information storage and processing,transcription,K,PF04237 family protein YbdF,0.6931471805599453,Soufi et al. 2015,BW25113,7.013574288001329e-06,GO:0005829,conserved protein
entd,b0583,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,phosphopantetheinyl transferase EntD,0.6931471805599453,Soufi et al. 2015,BW25113,2.7829246860875057e-06,GO:0016020; GO:0005829; GO:0016780; GO:0016740; GO:0000287; GO:0031226; GO:0046872; GO:0009366; GO:0008897; GO:0009239,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex
fepa,b0584,M9_glucose,metabolism,inorganic ion transport and metabolism,P,ferric enterobactin outer membrane transporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0034857963477346703,GO:0044718; GO:0042931; GO:0042930; GO:0038023; GO:0031230; GO:0015344; GO:0005623; GO:0019904; GO:0015891; GO:0055085; GO:0033214; GO:0016021; GO:0016020; GO:0006811; GO:0045203; GO:0005515; GO:0015685; GO:0015620; GO:0042914; GO:0042912; GO:0022834; GO:0055072; GO:0009279,iron-enterobactin outer membrane transporter
entf,b0586,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,"seryl-[EntF peptidyl-carrier protein] // ""holo [EntF peptidyl-carrier protein]"" // ""apo-serine activating enzyme""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0018098165324921722,GO:0043041; GO:0031177; GO:0009239; GO:0009366; GO:0044550; GO:0005737; GO:0047527; GO:0016779; GO:0009058; GO:0008152; GO:0016788; GO:0005886; GO:0005829; GO:0005524; GO:0000166; GO:0016874; GO:0016740; GO:0003824,"enterobactin synthase multienzyme complex component, ATP-dependent"
