gene_name,go_terms,cog_class,cog_letter,b_number,condition,mass_frac,dataset_name,strain,growth_rate_hr
insC-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1997,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insC-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2861,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insC-5,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3044,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insC-6,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b4272,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insD,GO:0005829,Not Assigned,Not Assigned,b1578,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insD-1,GO:0005829; GO:0015074; GO:0003676; GO:0006310; GO:0003677; GO:0032196,cellular processes and signaling,X,b0361,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insE-1,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,Not Assigned,Not Assigned,b0298,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insE-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0373,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insE-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0540,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insE-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b1027,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insE-5,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b2088,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insF-1,GO:0005829; GO:0015074; GO:0003676; GO:0006310; GO:0003677; GO:0032196,cellular processes and signaling,X,b0299,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insH-1,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,b0259,0.2% glucose (c limitation),3.56e-08,Balakrishnan et al. 2022,NQ1390,0.46
insH-10,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3218,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insH-11,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b3505,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insH-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b0552,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insH-3,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b0656,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insH-4,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1331,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insH-5,GO:0045893; GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b1370,0.2% glucose (c limitation),6.82e-06,Balakrishnan et al. 2022,NQ1390,0.46
insH-6,GO:0005829; GO:0032196; GO:0006310; GO:0006313; GO:0003677; GO:0004803,cellular processes and signaling,X,b1994,0.2% glucose (c limitation),5.12e-06,Balakrishnan et al. 2022,NQ1390,0.46
insH-7,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2030,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insH-8,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2192,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insH-9,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b2982,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insI-1,GO:0005829; GO:0032196; GO:0006310; GO:0003677; GO:0003676; GO:0015074; GO:0004803; GO:0006313; GO:0043565; GO:0032135; GO:0032993,cellular processes and signaling,X,b0256,0.2% glucose (c limitation),2.51e-06,Balakrishnan et al. 2022,NQ1390,0.46
insI-2,GO:0005829; GO:0015074; GO:0006313; GO:0003676; GO:0006310; GO:0003677; GO:0004803; GO:0032196,cellular processes and signaling,X,b1404,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insI-3,GO:0005829; GO:0015074; GO:0006313; GO:0004803; GO:0003676; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,b4284,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insJ,GO:0005829; GO:0043565,cellular processes and signaling,X,b3557,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insL-1,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,Not Assigned,Not Assigned,b0016,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insL-2,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,b0582,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
insL-3,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,Not Assigned,Not Assigned,b2394,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
iroK,no ontology,Not Assigned,Not Assigned,b4706,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.46
ivy,GO:0061077; GO:0042803; GO:0043086; GO:0030288; GO:0050790; GO:0060241; GO:0042597,Not Assigned,Not Assigned,b0220,0.2% glucose (c limitation),6.28e-05,Balakrishnan et al. 2022,NQ1390,0.46
kbl,GO:0006567; GO:0005829; GO:0003824; GO:0009058; GO:0019518; GO:0042803; GO:0005737; GO:0046872; GO:0016874; GO:0030170; GO:0016740; GO:0016746; GO:0008890,metabolism,H,b3617,0.2% glucose (c limitation),3.18e-05,Balakrishnan et al. 2022,NQ1390,0.46
kch,GO:0032991; GO:0042802; GO:0006813; GO:0016021; GO:0006811; GO:0005886; GO:0016020,Not Assigned,Not Assigned,b1250,0.2% glucose (c limitation),1.03e-05,Balakrishnan et al. 2022,NQ1390,0.46
kdpE,GO:0045893; GO:0032993; GO:0000976; GO:0000156; GO:0003700; GO:0042803; GO:0001216; GO:0003677; GO:0005515; GO:0005829; GO:0000986; GO:0006355; GO:0005737; GO:0000160,information storage and processing,K,b0694,0.2% glucose (c limitation),1.31e-05,Balakrishnan et al. 2022,NQ1390,0.46
kup,GO:0071278; GO:0015387; GO:0005887; GO:0071805; GO:0015079; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0006813; GO:0006811,metabolism,P,b3747,0.2% glucose (c limitation),2.2e-05,Balakrishnan et al. 2022,NQ1390,0.46
lacA,GO:0042802; GO:0005829; GO:0016407; GO:0016740; GO:0016746; GO:0005989; GO:0008870; GO:0005737,poorly characterized,R,b0342,0.2% glucose (c limitation),2.6e-06,Balakrishnan et al. 2022,NQ1390,0.46
lacI,GO:0042802; GO:0000986; GO:0001217; GO:0045892; GO:0006355; GO:0005829; GO:0003677,information storage and processing,K,b0345,0.2% glucose (c limitation),0.000122,Balakrishnan et al. 2022,NQ1390,0.46
ldcC,GO:0042802; GO:0005829; GO:0016831; GO:0016829; GO:0006520; GO:0003824; GO:0005737; GO:0006554; GO:0005515; GO:0008923,metabolism,E,b0186,0.2% glucose (c limitation),8.66e-06,Balakrishnan et al. 2022,NQ1390,0.46
ldrD,GO:0016021; GO:0016020; GO:0005886; GO:0005887; GO:0008219,Not Assigned,Not Assigned,b4453,0.2% glucose (c limitation),0.000277,Balakrishnan et al. 2022,NQ1390,0.46
lepB,GO:0004252; GO:0006465; GO:0004175; GO:0005887; GO:0016787; GO:0016020; GO:0015643; GO:0008236; GO:0005886; GO:0016021; GO:0008233; GO:0006508; GO:0016485,Not Assigned,Not Assigned,b2568,0.2% glucose (c limitation),0.000301,Balakrishnan et al. 2022,NQ1390,0.46
lgt,GO:0009898; GO:0016740; GO:0016020; GO:0005886; GO:0005887; GO:0008961; GO:0042158; GO:0016021,cellular processes and signaling,M,b2828,0.2% glucose (c limitation),0.000107,Balakrishnan et al. 2022,NQ1390,0.46
lhr,GO:0003723; GO:0005886; GO:0016818; GO:0003676; GO:0016787; GO:0005524; GO:0004386; GO:0000166,information storage and processing,L,b1653,0.2% glucose (c limitation),1.25e-05,Balakrishnan et al. 2022,NQ1390,0.46
lipB,GO:0102555; GO:0009249; GO:0005515; GO:0005829; GO:0003824; GO:0016415; GO:0010629; GO:0009106; GO:0033819; GO:0016740; GO:0009107; GO:0016746; GO:0006464; GO:0005737,metabolism,H,b0630,0.2% glucose (c limitation),4.17e-05,Balakrishnan et al. 2022,NQ1390,0.46
lit,GO:0016787; GO:0006508; GO:0005829; GO:0006448; GO:0005886; GO:0016021; GO:0016020; GO:0008233,Not Assigned,Not Assigned,b1139,0.2% glucose (c limitation),4.04e-06,Balakrishnan et al. 2022,NQ1390,0.46
lnt,GO:0030288; GO:0005515; GO:0016746; GO:0016740; GO:0016021; GO:0016020; GO:0006807; GO:0005887; GO:0005886; GO:0016410; GO:0042158,cellular processes and signaling,M,b0657,0.2% glucose (c limitation),8.12e-05,Balakrishnan et al. 2022,NQ1390,0.46
lon,GO:0034605; GO:0010165; GO:0042802; GO:0005515; GO:0016887; GO:0016787; GO:0008236; GO:0008233; GO:0030163; GO:0000166; GO:0005829; GO:0043565; GO:0006515; GO:0009408; GO:0005524; GO:0004252; GO:0004176; GO:0003677; GO:0006508; GO:0005737,cellular processes and signaling,O,b0439,0.2% glucose (c limitation),0.000266,Balakrishnan et al. 2022,NQ1390,0.46
lpd,GO:0005623; GO:0022900; GO:0009055; GO:0006979; GO:0016668; GO:0016491; GO:0045454; GO:0042802; GO:0008270; GO:0015036; GO:0006103; GO:0006090; GO:0055114; GO:0005886; GO:0005829; GO:0050660; GO:0016020; GO:0006096; GO:0005515; GO:0004148; GO:0045250; GO:0005960; GO:0045248; GO:0019464; GO:0005737,metabolism,C,b0116,0.2% glucose (c limitation),0.00231,Balakrishnan et al. 2022,NQ1390,0.46
lpp,GO:0031230; GO:0005618; GO:0005576; GO:0043580; GO:0019867; GO:0005515; GO:0030258; GO:0008289; GO:0030288; GO:0042802; GO:0045203; GO:0042834; GO:0009279; GO:0016020; GO:0009279,cellular processes and signaling,M,b1677,0.2% glucose (c limitation),0.0147,Balakrishnan et al. 2022,NQ1390,0.46
lpxA,GO:0016746; GO:0016740; GO:0042802; GO:0006629; GO:0005829; GO:0008610; GO:0008780; GO:0009245; GO:0005737,cellular processes and signaling,M,b0181,0.2% glucose (c limitation),0.00045,Balakrishnan et al. 2022,NQ1390,0.46
lrp,GO:0045893; GO:0045892; GO:0032993; GO:0006524; GO:0005515; GO:0003677; GO:0042802; GO:0003700; GO:0005829; GO:0043201; GO:0043565; GO:0006355,information storage and processing,K,b0889,0.2% glucose (c limitation),0.00178,Balakrishnan et al. 2022,NQ1390,0.46
lspA,GO:0005887; GO:0004175; GO:0097304; GO:0005886; GO:0016787; GO:0016021; GO:0016020; GO:0008233; GO:0006508; GO:0004190,cellular processes and signaling,U,b0027,0.2% glucose (c limitation),0.000214,Balakrishnan et al. 2022,NQ1390,0.46
lysR,GO:0043565; GO:0003700; GO:0006355; GO:0005829; GO:0010628; GO:0003677; GO:0009089; GO:0005737,information storage and processing,K,b2839,0.2% glucose (c limitation),1.27e-05,Balakrishnan et al. 2022,NQ1390,0.46
maa,GO:0032991; GO:0042802; GO:0016740; GO:0016407; GO:0005829; GO:0008925,poorly characterized,R,b0459,0.2% glucose (c limitation),1.81e-05,Balakrishnan et al. 2022,NQ1390,0.46
mak,GO:0019318; GO:0004396; GO:0019158; GO:0046835; GO:0005829; GO:0016310; GO:0000166; GO:0005524; GO:0016740; GO:0016301; GO:0005975; GO:0008865,information storage and processing,K,b0394,0.2% glucose (c limitation),4.98e-05,Balakrishnan et al. 2022,NQ1390,0.46
map,GO:0043022; GO:0046872; GO:0016787; GO:0008235; GO:0008233; GO:0004177; GO:0005829; GO:0008198; GO:0070006; GO:0070084; GO:0006508,information storage and processing,J,b0168,0.2% glucose (c limitation),0.000349,Balakrishnan et al. 2022,NQ1390,0.46
mazF,GO:0044877; GO:0032991; GO:0051291; GO:0042803; GO:0051607; GO:0006417; GO:0016075; GO:0006402; GO:0090502; GO:0090305; GO:0005829; GO:0016787; GO:0004519; GO:0004518; GO:0009372; GO:0003723; GO:0030308; GO:0004521; GO:0005515; GO:0003677,cellular processes and signaling,V,b2782,0.2% glucose (c limitation),6.75e-05,Balakrishnan et al. 2022,NQ1390,0.46
mcrC,GO:0005829; GO:0009307,cellular processes and signaling,V,b4345,0.2% glucose (c limitation),3.42e-06,Balakrishnan et al. 2022,NQ1390,0.46
mdaB,GO:0016491; GO:0005737; GO:0055114; GO:0005829; GO:0050660; GO:0008753,poorly characterized,R,b3028,0.2% glucose (c limitation),2.35e-05,Balakrishnan et al. 2022,NQ1390,0.46
mdh,GO:0019752; GO:0055114; GO:0016491; GO:0005975; GO:0003824; GO:0019898; GO:0016616; GO:0005737; GO:0005829; GO:0016615; GO:0006108; GO:0006096; GO:0030060; GO:0006099; GO:0009061; GO:0006113,metabolism,C,b3236,0.2% glucose (c limitation),0.00217,Balakrishnan et al. 2022,NQ1390,0.46
mdtL,GO:0022857; GO:0006855; GO:0005887; GO:0015299; GO:0055085; GO:0005886; GO:0046677; GO:0016021; GO:0016020,metabolism,G,b3710,0.2% glucose (c limitation),3.11e-06,Balakrishnan et al. 2022,NQ1390,0.46
melB,GO:0071702; GO:0022857; GO:0005515; GO:0055085; GO:0035725; GO:0034219; GO:0016021; GO:0015293; GO:0008643; GO:0005886; GO:0006814; GO:0015769; GO:0015765; GO:0015592; GO:0043887; GO:0005887; GO:0015486; GO:0015487; GO:0016020,metabolism,G,b4120,0.2% glucose (c limitation),4.37e-06,Balakrishnan et al. 2022,NQ1390,0.46
mfd,GO:0006283; GO:0043175; GO:0015616; GO:0005515; GO:0005737; GO:0016787; GO:0003676; GO:0006974; GO:0003684; GO:0005829; GO:0000716; GO:0006355; GO:0006281; GO:0005524; GO:0003677; GO:0000166,information storage and processing,K,b1114,0.2% glucose (c limitation),6.74e-05,Balakrishnan et al. 2022,NQ1390,0.46
mlc,GO:0042802; GO:0005975; GO:0005515; GO:0005829; GO:0046872; GO:0003677; GO:0006351; GO:0005737,information storage and processing,K,b1594,0.2% glucose (c limitation),8.35e-05,Balakrishnan et al. 2022,NQ1390,0.46
moaD,GO:0005829; GO:0000166; GO:0005515; GO:0006777,metabolism,H,b0784,0.2% glucose (c limitation),2.9e-05,Balakrishnan et al. 2022,NQ1390,0.46
moaE,GO:0042803; GO:0005829; GO:0030366; GO:0016740; GO:0005515; GO:0006777,metabolism,H,b0785,0.2% glucose (c limitation),6.22e-05,Balakrishnan et al. 2022,NQ1390,0.46
mobA,GO:0070568; GO:0019720; GO:0005829; GO:1902758; GO:0061603; GO:0000287; GO:0003824; GO:0046872; GO:0016740; GO:0005515; GO:0005737; GO:0005525; GO:0000166; GO:0006777,metabolism,H,b3857,0.2% glucose (c limitation),2.57e-05,Balakrishnan et al. 2022,NQ1390,0.46
mog,GO:0005515; GO:0042802; GO:0005829; GO:0061598; GO:0006777; GO:0032324; GO:0016740; GO:0005524; GO:0000166,metabolism,H,b0009,0.2% glucose (c limitation),9.86e-05,Balakrishnan et al. 2022,NQ1390,0.46
mokB,no ontology,Not Assigned,Not Assigned,b1420,0.2% glucose (c limitation),9.45e-05,Balakrishnan et al. 2022,NQ1390,0.46
mokC,GO:0005886; GO:0005887; GO:0016021; GO:0016020,Not Assigned,Not Assigned,b0018,0.2% glucose (c limitation),1.29e-05,Balakrishnan et al. 2022,NQ1390,0.46
mpl,GO:0005829; GO:0042802; GO:0016874; GO:0009058; GO:0009254; GO:0005737; GO:0005576; GO:0051301; GO:0009252; GO:0008360; GO:0007049; GO:0071555; GO:0005524; GO:0000166; GO:0016881; GO:0000270,cellular processes and signaling,M,b4233,0.2% glucose (c limitation),0.000146,Balakrishnan et al. 2022,NQ1390,0.46
mqo,GO:0005737; GO:0005829; GO:0050660; GO:0009898; GO:0016491; GO:0052589; GO:0055114; GO:0008924; GO:0006099,metabolism,G,b2210,0.2% glucose (c limitation),1.86e-05,Balakrishnan et al. 2022,NQ1390,0.46
mrdA,GO:0071972; GO:0005515; GO:0030288; GO:0016787; GO:0008233; GO:0004180; GO:0016021; GO:0006508; GO:0016020; GO:0005887; GO:0005886; GO:0009002; GO:0046677; GO:0008658; GO:0008360; GO:0071555; GO:0009252,cellular processes and signaling,M,b0635,0.2% glucose (c limitation),4.52e-05,Balakrishnan et al. 2022,NQ1390,0.46
mrp,GO:0051539; GO:0016887; GO:0016226; GO:0016787; GO:0046872; GO:0051536; GO:0005829; GO:0005524; GO:0000166,cellular processes and signaling,D,b2113,0.2% glucose (c limitation),0.000186,Balakrishnan et al. 2022,NQ1390,0.46
mrr,GO:0090305; GO:0005829; GO:0043590; GO:0051599; GO:0032067; GO:0015666; GO:0003677; GO:0004519; GO:0009307,cellular processes and signaling,V,b4351,0.2% glucose (c limitation),4.54e-05,Balakrishnan et al. 2022,NQ1390,0.46
mtlR,GO:0005515; GO:0005829; GO:0045892,information storage and processing,K,b3601,0.2% glucose (c limitation),3.86e-05,Balakrishnan et al. 2022,NQ1390,0.46
mtn,GO:0110052; GO:0046124; GO:0042802; GO:0005829; GO:0033353; GO:0042803; GO:0016787; GO:0009116; GO:0009086; GO:0008652; GO:0003824; GO:0009164; GO:0019509; GO:0019284; GO:0008930; GO:0008782,metabolism,F,b0159,0.2% glucose (c limitation),0.000198,Balakrishnan et al. 2022,NQ1390,0.46
mtr,GO:0016021; GO:0016020; GO:0015801; GO:0015173; GO:0006865; GO:0005886; GO:0015827; GO:0005300; GO:0003333; GO:0015293; GO:0022804; GO:0005887,metabolism,E,b3161,0.2% glucose (c limitation),3.09e-05,Balakrishnan et al. 2022,NQ1390,0.46
mug,GO:0019104; GO:0016787; GO:0006974; GO:0006281; GO:0005829; GO:0008263; GO:0006285; GO:0003677; GO:0005737,information storage and processing,L,b3068,0.2% glucose (c limitation),0.000107,Balakrishnan et al. 2022,NQ1390,0.46
nac,GO:0006355; GO:0042128; GO:0003677; GO:0005829; GO:0045892; GO:0045893; GO:0003700; GO:0005737,information storage and processing,K,b1988,0.2% glucose (c limitation),3.7e-06,Balakrishnan et al. 2022,NQ1390,0.46
nagC,GO:0003700; GO:0005829; GO:0006355; GO:0005975; GO:0003677,information storage and processing,K,b0676,0.2% glucose (c limitation),8.03e-05,Balakrishnan et al. 2022,NQ1390,0.46
narK,GO:0015113; GO:0005887; GO:0055085; GO:0042128; GO:0005886; GO:0016021; GO:0016020; GO:0015706; GO:0015707; GO:0015112; GO:0005452; GO:0015513; GO:0015514,metabolism,P,b1223,0.2% glucose (c limitation),1.43e-06,Balakrishnan et al. 2022,NQ1390,0.46
narL,GO:0010468; GO:0090352; GO:0005515; GO:0045892; GO:0032993; GO:0001217; GO:0000976; GO:0042128; GO:0005829; GO:0006355; GO:0005524; GO:0003677; GO:0000166; GO:0000160,information storage and processing,K,b1221,0.2% glucose (c limitation),4.44e-05,Balakrishnan et al. 2022,NQ1390,0.46
narP,GO:0042128; GO:0005829; GO:0006355; GO:0005524; GO:0003677; GO:0000166; GO:0000160,information storage and processing,K,b2193,0.2% glucose (c limitation),2.82e-05,Balakrishnan et al. 2022,NQ1390,0.46
narQ,GO:0000160; GO:0023014; GO:0018106; GO:0016740; GO:0016301; GO:0007165; GO:0004673; GO:0046983; GO:0042128; GO:0005524; GO:0016310; GO:0071249; GO:0071250; GO:0000166; GO:0005886; GO:0016021; GO:0016020; GO:0000155,cellular processes and signaling,T,b2469,0.2% glucose (c limitation),6.72e-06,Balakrishnan et al. 2022,NQ1390,0.46
ndh,GO:0055070; GO:0005887; GO:0030964; GO:0009061; GO:0055114; GO:0016491; GO:0016020; GO:0003954; GO:0005886; GO:0050660; GO:0019646; GO:0008137; GO:0009060,metabolism,C,b1109,0.2% glucose (c limitation),7.36e-05,Balakrishnan et al. 2022,NQ1390,0.46
ndk,GO:0006220; GO:0006163; GO:0005829; GO:0016740; GO:0016301; GO:0016310; GO:0009117; GO:0006241; GO:0006228; GO:0006183; GO:0006165; GO:0042802; GO:0046872; GO:0005737; GO:0005524; GO:0005515; GO:0000166; GO:0004550,metabolism,F,b2518,0.2% glucose (c limitation),0.00141,Balakrishnan et al. 2022,NQ1390,0.46
nei,GO:0019104; GO:0140078; GO:0006289; GO:0000703; GO:0090305; GO:0016829; GO:0008152; GO:0006974; GO:0006281; GO:0003824; GO:0003677; GO:0003676; GO:0046872; GO:0016799; GO:0004519; GO:0005829; GO:0016798; GO:0016787; GO:0008270; GO:0006284; GO:0003684; GO:0003906,information storage and processing,L,b0714,0.2% glucose (c limitation),2.84e-05,Balakrishnan et al. 2022,NQ1390,0.46
nfi,GO:0090502; GO:0016891; GO:0003727; GO:0000287; GO:0005515; GO:0090305; GO:0005829; GO:0016787; GO:0004519; GO:0004518; GO:0046872; GO:0043737; GO:0006974; GO:0006281; GO:0005737,information storage and processing,L,b3998,0.2% glucose (c limitation),6.21e-05,Balakrishnan et al. 2022,NQ1390,0.46
nfo,GO:0090305; GO:0008081; GO:0006284; GO:0003906; GO:0005829; GO:0016787; GO:0006974; GO:0006281; GO:0004518; GO:0008270; GO:0003677; GO:0000726; GO:0046872; GO:0004519; GO:0008833,information storage and processing,L,b2159,0.2% glucose (c limitation),4.51e-05,Balakrishnan et al. 2022,NQ1390,0.46
nirB,GO:0055114; GO:0016491; GO:0046872; GO:0042128; GO:0005829; GO:0051539; GO:0051536; GO:0009344; GO:0050661; GO:0050660; GO:0020037; GO:0008942; GO:0009061,metabolism,C,b3365,0.2% glucose (c limitation),3.62e-06,Balakrishnan et al. 2022,NQ1390,0.46
nirC,GO:0015706; GO:0055085; GO:0022857; GO:0042128; GO:0005886; GO:0016021; GO:0016020; GO:0015513; GO:0015707,metabolism,P,b3367,0.2% glucose (c limitation),2.91e-06,Balakrishnan et al. 2022,NQ1390,0.46
nirD,GO:0055114; GO:0016491; GO:0051537; GO:0042128; GO:0005829; GO:0009344; GO:0008942; GO:0009061; GO:0005737,metabolism,P,b3366,0.2% glucose (c limitation),3.1e-06,Balakrishnan et al. 2022,NQ1390,0.46
nlpD,GO:0006508; GO:0004222; GO:0001896; GO:0032153; GO:0016020; GO:0051345; GO:0000920; GO:0051301; GO:0007049; GO:0005886; GO:0009279; GO:0042493,cellular processes and signaling,M,b2742,0.2% glucose (c limitation),0.000265,Balakrishnan et al. 2022,NQ1390,0.46
